sample	estimated_genome_size	is_paired	original_total_bp	original_coverage	original_read_total	original_read_min	original_read_mean	original_read_std	original_read_median	original_read_max	original_read_25th	original_read_75th	original_qual_min	original_qual_mean	original_qual_std	original_qual_max	original_qual_median	original_qual_25th	original_qual_75th	final_total_bp	final_coverage	final_read_total	final_read_min	final_read_mean	final_read_std	final_read_median	final_read_max	final_read_25th	final_read_75th	final_qual_min	final_qual_mean	final_qual_std	final_qual_max	final_qual_median	final_qual_25th	final_qual_75th	contig_non_acgtn	contig_percent_a	contig_percent_c	contig_percent_g	contig_percent_n	contig_percent_t	contigs_greater_100k	contigs_greater_10k	contigs_greater_1k	contigs_greater_1m	l50_contig_count	max_contig_length	mean_contig_length	median_contig_length	min_contig_length	n50_contig_length	num_contig_non_acgtn	percent_contigs_greater_100k	percent_contigs_greater_10k	percent_contigs_greater_1k	percent_contigs_greater_1m	total_contig	total_contig_length	annotation_organism	annotation_contigs	annotation_bases	annotation_CDS	annotation_gene	annotation_rRNA	annotation_tRNA	annotation_tmRNA	rank	reason	annotation_repeat_region
ERX3435020	1860196	True	377035826	202.686	2496926	151	151	0	151	151	151	151	13	37.796	3.564	40	39.500	37	40	186019739	100.000	1240498	37	149.956	1.278	150	150	150	150	13	37.839	3.534	40	39.500	37	40	0.00	30.86	18.75	19.25	0.00	31.14	7	14	21	0	3	397524	84568	49222	833	270489	0	31.82	63.64	95.45	0.00	22	1860513	Haemophilus influenzae strain	22	1860513	1787	1839	3	48	1	gold	passed all cutoffs	
ERX3435021	1860196	True	354012252	190.309	2344452	151	151	0	151	151	151	151	15	37.614	3.674	40	39.500	37	40	186019678	100.000	1240582	35	149.946	1.521	150	150	150	150	15.500	37.654	3.654	40	39.500	37	40	0.00	31.07	18.83	19.03	0.00	31.07	5	14	23	0	3	501993	70050	21882	547	265683	0	20.00	56.00	92.00	0.00	25	1751256	Haemophilus influenzae strain	25	1751256	1634	1684	4	45	1	gold	passed all cutoffs	
ERX3435022	1860196	True	293323238	157.684	1942538	151	151	0	151	151	151	151	14.500	37.481	3.777	40	39.500	36.500	40	186019660	100.000	1240548	35	149.950	1.466	150	150	150	150	15	37.525	3.752	40	39.500	36.500	40	0.00	31.04	18.83	18.90	0.00	31.23	5	14	16	0	3	350434	105820	58789	638	304638	0	29.41	82.35	94.12	0.00	17	1798956	Haemophilus influenzae strain	17	1798956	1681	1738	6	50	1	gold	passed all cutoffs	
ERX3435023	1860196	True	308359214	165.767	2042114	151	151	0	151	151	151	151	13.500	37.523	3.743	40	39.500	36.500	40	186019492	100.000	1240532	35	149.951	1.455	150	150	150	150	13.500	37.567	3.714	40	39.500	36.500	40	0.00	30.84	18.74	19.19	0.00	31.23	6	19	22	0	4	374677	82045	53183	1282	144049	0	27.27	86.36	100.00	0.00	22	1805002	Haemophilus influenzae strain	22	1805002	1737	1790	6	46	1	gold	passed all cutoffs	
ERX3435024	1860196	True	314281736	168.951	2081336	151	151	0	151	151	151	151	13	37.503	3.754	40	39.500	36.500	40	186019407	100.000	1240628	35	149.940	1.719	150	150	150	150	16	37.545	3.733	40	39.500	36.500	40	0.00	31.08	18.94	18.93	0.00	31.06	4	13	19	0	3	548314	84387	33401	591	302146	0	19.05	61.90	90.48	0.00	21	1772145	Haemophilus influenzae strain	21	1772145	1666	1723	7	49	1	gold	passed all cutoffs	
ERX3435025	1860196	True	321796100	172.990	2131100	151	151	0	151	151	151	151	13	37.563	3.744	40	39.500	36.500	40	186019588	100.000	1240526	35	149.952	1.429	150	150	150	150	14	37.606	3.724	40	39.500	37	40	0.00	31.26	19.15	18.82	0.00	30.76	7	16	23	0	4	332018	63650	24784	508	171336	0	24.14	55.17	79.31	0.00	29	1845875	Haemophilus influenzae strain	29	1845875	1770	1825	4	50	1	gold	passed all cutoffs	
ERX3435026	1860196	True	307714142	165.420	2037842	151	151	0	151	151	151	151	13.500	37.028	4.074	40	39	36	39.500	186019686	100.000	1240476	35	149.958	1.248	150	150	150	150	15.500	37.068	4.054	40	39	36	40	0.00	30.88	19.04	19.08	0.00	31.00	7	12	16	0	3	436716	104363	52791	562	322324	0	38.89	66.67	88.89	0.00	18	1878537	Haemophilus influenzae strain	18	1878537	1816	1870	4	49	1	gold	passed all cutoffs	
ERX3435027	1860196	True	302921100	162.844	2006100	151	151	0	151	151	151	151	13	37.358	3.868	40	39	36.500	40	186019505	100.000	1240530	35	149.952	1.419	150	150	150	150	14	37.398	3.846	40	39	36.500	40	0.00	31.12	18.85	18.98	0.00	31.05	5	13	16	0	3	604259	89651	44813	546	190641	0	25.00	65.00	80.00	0.00	20	1793028	Haemophilus influenzae strain	20	1793028	1701	1754	3	49	1	gold	passed all cutoffs	
ERX3435028	1860196	True	293298474	157.671	1942374	151	151	0	151	151	151	151	13.500	37.577	3.719	40	39.500	37	40	186019861	100.000	1240472	35	149.959	1.206	150	150	150	150	14	37.619	3.693	40	39.500	37	40	0.00	30.99	19.11	18.82	0.00	31.08	3	37	56	0	10	147466	30502	16552	501	71383	0	5.00	61.67	93.33	0.00	60	1830154	Haemophilus influenzae strain	60	1830154	1700	1755	4	50	1	gold	passed all cutoffs	
ERX3435029	1860196	True	296927608	159.622	1966408	151	151	0	151	151	151	151	14.500	37.524	3.735	40	39.500	36.500	40	186019433	100.000	1240538	36	149.951	1.444	150	150	150	150	15.500	37.566	3.711	40	39.500	36.500	40	0.00	31.09	18.82	19.14	0.00	30.96	6	11	13	0	3	428103	124955	56925	541	296371	0	40.00	73.33	86.67	0.00	15	1874327	Haemophilus influenzae strain	15	1874327	1818	1873	6	48	1	gold	passed all cutoffs	
ERX3435030	1860196	True	283918958	152.629	1880258	151	151	0	151	151	151	151	13	37.371	3.856	40	39	36.500	40	186019625	100.000	1240478	35	149.958	1.269	150	150	150	150	15	37.412	3.831	40	39	36.500	40	0.00	31.04	18.96	18.96	0.00	31.04	6	15	20	0	3	515724	79740	28191	501	263835	0	26.09	65.22	86.96	0.00	23	1834029	Haemophilus influenzae strain	23	1834029	1713	1767	4	49	1	gold	passed all cutoffs	
ERX3435031	1860196	True	288351714	155.011	1909614	151	151	0	151	151	151	151	13.500	37.462	3.768	40	39.500	36.500	40	186019604	100.000	1240466	35	149.959	1.192	150	150	150	150	13.500	37.500	3.746	40	39.500	36.500	40	0.00	31.03	19.00	19.11	0.00	30.86	7	13	18	0	3	436716	98827	31382	588	303511	0	36.84	68.42	94.74	0.00	19	1877713	Haemophilus influenzae strain	19	1877713	1818	1872	4	49	1	gold	passed all cutoffs	
ERX3435032	1860196	True	341668908	183.674	2262708	151	151	0	151	151	151	151	14	37.617	3.672	40	39.500	37	40	186019583	100.000	1240616	35	149.941	1.697	150	150	150	150	14	37.659	3.649	40	39.500	37	40	0.00	30.90	19.07	19.00	0.00	31.02	1	39	58	0	12	134520	30821	16488	690	60726	0	1.67	65.00	96.67	0.00	60	1849288	Haemophilus influenzae strain	60	1849288	1759	1812	5	47	1	gold	passed all cutoffs	
ERX3435033	1860196	True	305644838	164.308	2024138	151	151	0	151	151	151	151	14.500	37.133	3.851	40	39	36	39.500	186019722	100.000	1240564	35	149.948	1.573	150	150	150	150	15	37.176	3.830	40	39	36	39.500	0.00	31.29	19.01	18.92	0.00	30.78	5	18	27	0	4	390100	63060	23792	634	135748	0	17.24	62.07	93.10	0.00	29	1828756	Haemophilus influenzae strain	29	1828756	1733	1784	4	46	1	gold	passed all cutoffs	
ERX3435034	1860196	True	312059922	167.756	2066622	151	151	0	151	151	151	151	13	37.504	3.745	40	39.500	36.500	40	186019560	100.000	1240588	35	149.945	1.598	150	150	150	150	13	37.543	3.724	40	39.500	36.500	40	0.00	30.96	19.16	18.77	0.00	31.11	3	35	55	0	9	147489	32149	15566	937	74300	0	5.36	62.50	98.21	0.00	56	1800351	Haemophilus influenzae strain	56	1800351	1711	1763	4	47	1	gold	passed all cutoffs	
ERX3435035	1860196	True	394792218	212.232	2614518	151	151	0	151	151	151	151	13	37.750	3.585	40	39.500	37	40	186019717	100.000	1240466	35	149.960	1.183	150	150	150	150	13.500	37.786	3.561	40	39.500	37	40	0.00	30.95	19.06	18.92	0.00	31.07	2	43	58	0	11	142089	31186	19150	626	57863	0	3.33	71.67	96.67	0.00	60	1871164	Haemophilus influenzae strain	60	1871164	1767	1817	5	44	1	gold	passed all cutoffs	
ERX3435036	1860196	True	355779858	191.259	2356158	151	151	0	151	151	151	151	13	37.686	3.615	40	39.500	37	40	186019763	100.000	1240510	35	149.954	1.328	150	150	150	150	14.500	37.724	3.594	40	39.500	37	40	0.00	30.84	18.89	19.08	0.00	31.19	6	15	20	0	3	543237	89307	40045	626	241444	0	28.57	71.43	95.24	0.00	21	1875466	Haemophilus influenzae strain	21	1875466	1780	1830	5	44	1	gold	passed all cutoffs	
ERX3435037	1860196	True	314080302	168.843	2080002	151	151	0	151	151	151	151	14.500	37.557	3.715	40	39.500	36.500	40	186019721	100.000	1240564	35	149.948	1.517	150	150	150	150	14.500	37.599	3.690	40	39.500	37	40	0.00	31.08	18.95	19.05	0.00	30.92	7	16	24	0	4	422956	72577	27533	748	123368	0	28.00	64.00	96.00	0.00	25	1814446	Haemophilus influenzae strain	25	1814446	1742	1802	7	52	1	gold	passed all cutoffs	
ERX3435038	1860196	True	336916938	181.119	2231238	151	151	0	151	151	151	151	13.500	37.492	3.714	40	39.500	36.500	40	186019497	100.000	1240636	35	149.939	1.730	150	150	150	150	16	37.533	3.692	40	39.500	36.500	40	0.00	31.06	18.94	18.93	0.00	31.08	5	14	20	0	3	404507	80576	38954	591	293666	0	22.73	63.64	90.91	0.00	22	1772691	Haemophilus influenzae strain	22	1772691	1664	1719	7	47	1	gold	passed all cutoffs	
ERX3435039	1860196	True	318536010	171.238	2109510	151	151	0	151	151	151	151	13.500	37.612	3.665	40	39.500	37	40	186019715	100.000	1240526	35	149.952	1.409	150	150	150	150	14.500	37.657	3.636	40	39.500	37	40	0.00	30.87	19.16	18.95	0.00	31.01	3	39	64	0	11	142829	26192	12878	528	59904	0	4.17	54.17	88.89	0.00	72	1885883	Haemophilus influenzae strain	72	1885883	1806	1858	5	46	1	gold	passed all cutoffs	
ERX3435040	1860196	True	303129178	162.956	2007478	151	151	0	151	151	151	151	14.500	37.598	3.711	40	39.500	37	40	186019642	100.000	1240536	35	149.951	1.415	150	150	150	150	14.500	37.634	3.692	40	39.500	37	40	0.00	30.84	19.04	19.14	0.00	30.98	4	37	52	0	10	144564	32824	16326	560	71484	0	6.78	62.71	88.14	0.00	59	1936630	Haemophilus influenzae strain	59	1936630	1870	1924	7	46	1	gold	passed all cutoffs	
ERX3435041	1860196	True	351489344	188.953	2327744	151	151	0	151	151	151	151	14.500	37.640	3.646	40	39.500	37	40	186019641	100.000	1240546	35	149.950	1.467	150	150	150	150	14.500	37.674	3.630	40	39.500	37	40	0.00	31.07	19.16	18.93	0.00	30.84	2	43	68	0	12	120791	26809	14681	505	61022	0	2.86	61.43	97.14	0.00	70	1876663	Haemophilus influenzae strain	70	1876663	1808	1861	4	48	1	gold	passed all cutoffs	
ERX3435042	1860196	True	287551112	154.581	1904312	151	151	0	151	151	151	151	14	37.482	3.753	40	39.500	36.500	40	186019766	100.000	1240504	35	149.955	1.352	150	150	150	150	14.500	37.522	3.729	40	39.500	36.500	40	0.00	30.87	19.17	18.95	0.00	31.01	3	39	61	0	10	142829	25844	12006	523	65977	0	4.11	53.42	83.56	0.00	73	1886630	Haemophilus influenzae strain	73	1886630	1808	1864	5	50	1	gold	passed all cutoffs	
ERX3435043	1860196	True	378249866	203.338	2504966	151	151	0	151	151	151	151	13	37.812	3.543	40	39.500	37	40	186019606	100.000	1240526	36	149.952	1.349	150	150	150	150	13	37.852	3.514	40	39.500	37	40	0.00	31.15	19.24	18.79	0.00	30.83	7	11	16	0	2	634651	92064	27047	510	302495	0	35.00	55.00	80.00	0.00	20	1841295	Haemophilus influenzae strain	20	1841295	1770	1826	4	51	1	gold	passed all cutoffs	
ERX3435044	1860196	True	349613320	187.944	2315320	151	151	0	151	151	151	151	14	37.589	3.698	40	39.500	37	40	186019856	100.000	1240588	35	149.945	1.577	150	150	150	150	14.500	37.637	3.665	40	39.500	37	40	0.00	31.12	19.23	18.76	0.00	30.89	7	14	20	0	4	502560	86387	51230	928	158984	0	33.33	66.67	95.24	0.00	21	1814132	Haemophilus influenzae strain	21	1814132	1713	1771	8	49	1	gold	passed all cutoffs	
ERX3435045	1860196	True	320842384	172.478	2124784	151	151	0	151	151	151	151	13.500	37.479	3.721	40	39.500	36.500	40	186019552	100.000	1240614	35	149.941	1.663	150	150	150	150	13.500	37.522	3.700	40	39.500	36.500	40	0.00	31.11	19.05	18.99	0.00	30.84	8	18	27	0	4	513829	70908	42475	1410	135915	0	29.63	66.67	100.00	0.00	27	1914526	Haemophilus influenzae strain	27	1914526	1867	1920	3	49	1	gold	passed all cutoffs	
ERX3435046	1860196	True	339250190	182.373	2246690	151	151	0	151	151	151	151	14.500	37.642	3.668	40	39.500	37	40	186019605	100.000	1240560	35	149.948	1.507	150	150	150	150	15	37.687	3.638	40	39.500	37	40	0.00	30.92	18.85	19.07	0.00	31.16	4	10	14	1	1	1042668	128766	35435	1247	1042668	0	28.57	71.43	100.00	7.14	14	1802726	Haemophilus influenzae strain	14	1802726	1696	1748	3	48	1	gold	passed all cutoffs	1
ERX3435047	1860196	True	305120566	164.026	2020666	151	151	0	151	151	151	151	14.500	37.614	3.671	40	39.500	37	40	186019604	100.000	1240510	35	149.954	1.352	150	150	150	150	15	37.657	3.644	40	39.500	37	40	0.00	31.24	19.19	18.73	0.00	30.84	5	15	23	0	2	844957	66764	18277	558	181390	0	17.86	53.57	82.14	0.00	28	1869398	Haemophilus influenzae strain	28	1869398	1795	1854	5	53	1	gold	passed all cutoffs	
ERX3435048	1860196	True	276708406	148.752	1832506	151	151	0	151	151	151	151	12.500	37.448	3.798	40	39.500	36.500	40	186019456	100.000	1240532	35	149.951	1.412	150	150	150	150	12.500	37.485	3.777	40	39.500	36.500	40	0.00	30.98	19.12	18.89	0.00	31.01	3	33	52	0	9	147399	32324	14010	658	74417	0	5.45	60.00	94.55	0.00	55	1777871	Haemophilus influenzae strain	55	1777871	1677	1732	5	49	1	gold	passed all cutoffs	
ERX3435049	1860196	True	318581310	171.262	2109810	151	151	0	151	151	151	151	15.500	37.627	3.673	40	39.500	37	40	186019584	100.000	1240552	35	149.949	1.442	150	150	150	150	15.500	37.670	3.651	40	39.500	37	40	0.00	31.21	19.02	18.91	0.00	30.86	6	12	16	0	3	459160	110452	61530	501	297411	0	35.29	70.59	94.12	0.00	17	1877695	Haemophilus influenzae strain	17	1877695	1805	1855	3	46	1	gold	passed all cutoffs	
ERX3435050	1860196	True	306541174	164.790	2030074	151	151	0	151	151	151	151	13	37.438	3.798	40	39.500	36.500	40	186019426	100.000	1240566	35	149.947	1.518	150	150	150	150	13.500	37.479	3.778	40	39.500	36.500	40	0.00	30.83	19.12	19.08	0.00	30.98	7	21	25	0	7	186784	69320	70575	523	102365	0	25.00	75.00	89.29	0.00	28	1940978	Haemophilus influenzae strain	28	1940978	1918	1973	5	49	1	gold	passed all cutoffs	
ERX3435051	1860196	True	324193678	174.279	2146978	151	151	0	151	151	151	151	12.500	37.420	3.773	40	39	36.500	40	186019769	100.000	1240572	35	149.947	1.505	150	150	150	150	13.500	37.459	3.753	40	39.500	36.500	40	0.00	31.00	19.32	18.76	0.00	30.93	6	24	35	0	7	203885	45833	31514	514	97553	0	14.63	58.54	85.37	0.00	41	1879180	Haemophilus influenzae strain	41	1879180	1824	1880	6	49	1	gold	passed all cutoffs	
ERX3435052	1860196	True	324298170	174.335	2147670	151	151	0	151	151	151	151	13	37.620	3.685	40	39.500	37	40	186019668	100.000	1240606	35	149.943	1.614	150	150	150	150	16	37.660	3.661	40	39.500	37	40	0.00	31.14	19.16	18.78	0.00	30.92	6	14	22	0	3	423659	82108	28864	1063	259263	0	27.27	63.64	100.00	0.00	22	1806377	Haemophilus influenzae strain	22	1806377	1725	1786	7	53	1	gold	passed all cutoffs	
ERX3435053	1860196	True	285824880	153.653	1892880	151	151	0.000	151	151	151	151	14	37.445	3.798	40	39.500	36.500	40	186019493	100.000	1240514	36	149.953	1.382	150	150	150	150	14	37.487	3.770	40.500	39.500	36.500	40	0.00	30.90	19.07	18.92	0.00	31.11	2	38	54	0	11	142089	33430	17704	626	60786	0	3.57	67.86	96.43	0.00	56	1872096	Haemophilus influenzae strain	56	1872096	1767	1820	5	47	1	gold	passed all cutoffs	
ERX3435054	1860196	True	250401790	134.610	1658290	151	151	0	151	151	151	151	14	37.404	3.836	40	39	36.500	40	186019571	100.000	1240548	35	149.950	1.480	150	150	150	150	14	37.444	3.811	40	39.500	36.500	40	0.00	31.04	18.99	18.99	0.00	30.98	2	37	55	0	10	145768	30140	16031	640	70213	0	3.33	61.67	91.67	0.00	60	1808451	Haemophilus influenzae strain	60	1808451	1701	1762	8	52	1	gold	passed all cutoffs	
ERX3435055	1860196	True	288027668	154.837	1907468	151	151	0	151	151	151	151	14.500	37.546	3.729	40	39.500	36.500	40	186019508	100.000	1240518	35	149.953	1.402	150	150	150	150	15	37.587	3.707	40	39.500	36.500	40	0.00	31.09	19.20	18.85	0.00	30.86	7	17	20	0	4	372285	82958	54243	546	135744	0	31.82	77.27	90.91	0.00	22	1825090	Haemophilus influenzae strain	22	1825090	1730	1785	5	49	1	gold	passed all cutoffs	
ERX3435056	1860196	True	299801742	161.167	1985442	151	151	0	151	151	151	151	13.500	37.474	3.774	40	39.500	36.500	40	186019633	100.000	1240558	35	149.948	1.508	150	150	150	150	15	37.516	3.749	40	39.500	36.500	40	0.00	31.07	19.09	18.78	0.00	31.05	7	15	19	0	4	408929	96247	65928	1724	188742	0	36.84	78.95	100.00	0.00	19	1828702	Haemophilus influenzae strain	19	1828702	1736	1790	4	49	1	gold	passed all cutoffs	
ERX3435057	1860196	True	297910316	160.150	1972916	151	151	0	151	151	151	151	14.500	37.494	3.749	40	39.500	36.500	40	186019685	100.000	1240600	35	149.943	1.616	150	150	150	150	14.500	37.542	3.720	40	39.500	36.500	40	0.00	30.86	19.24	18.85	0.00	31.05	7	15	25	0	4	318695	65482	12165	561	225329	0	24.14	51.72	86.21	0.00	29	1898982	Haemophilus influenzae strain	29	1898982	1831	1890	4	54	1	gold	passed all cutoffs	1
ERX3435058	1860196	True	276932188	148.873	1833988	151	151	0	151	151	151	151	14	37.390	3.834	40	39	36.500	40	186019392	100.000	1240612	35	149.942	1.663	150	150	150	150	14.500	37.432	3.811	40.500	39.500	36.500	40	0.00	31.10	19.35	18.69	0.00	30.87	3	37	54	0	10	144924	31660	16696	687	65769	0	5.17	63.79	93.10	0.00	58	1836325	Haemophilus influenzae strain	58	1836325	1771	1829	5	52	1	gold	passed all cutoffs	
ERX3435059	1860196	True	319825852	171.931	2118052	151	151	0	151	151	151	151	14.500	37.606	3.684	40	39.500	37	40	186019408	100.000	1240536	35	149.951	1.392	150	150	150	150	14.500	37.645	3.664	40.500	39.500	37	40	0.00	30.99	19.26	18.82	0.00	30.93	2	36	57	0	10	156220	31195	15184	613	70750	0	3.28	59.02	93.44	0.00	61	1902938	Haemophilus influenzae strain	61	1902938	1868	1924	7	48	1	gold	passed all cutoffs	
ERX3435060	1860196	True	288618984	155.155	1911384	151	151	0	151	151	151	151	14	37.324	3.871	40	39	36.500	40	186019813	100.000	1240542	35	149.950	1.440	150	150	150	150	14.500	37.369	3.848	40	39	36.500	40	0.00	31.21	19.06	18.79	0.00	30.93	7	15	22	0	4	391129	71261	28938	572	146149	0	28.00	60.00	88.00	0.00	25	1781531	Haemophilus influenzae strain	25	1781531	1679	1730	4	46	1	gold	passed all cutoffs	
ERX3435061	1860196	True	276736492	148.767	1832692	151	151	0	151	151	151	151	13.500	37.333	3.860	40	39	36.500	40	186019728	100	1240656	35	149.937	1.853	150	150	150	150	13.500	37.374	3.838	40	39.500	36.500	40	0.00	31.19	19.19	18.89	0.00	30.74	9	15	23	0	4	390177	80106	50580	1353	144072	0	39.13	65.22	100.00	0.00	23	1842444	Haemophilus influenzae strain	23	1842444	1781	1839	4	53	1	gold	passed all cutoffs	
ERX3435062	1860196	True	297884948	160.136	1972748	151	151	0	151	151	151	151	14.500	37.573	3.732	40	39.500	37	40	186019442	100.000	1240472	35	149.959	1.323	150	150	150	150	14.500	37.607	3.712	40	39.500	37	40	0.00	31.12	19.12	18.90	0.00	30.85	7	13	18	0	3	595140	83708	33730	510	133568	0	31.82	59.09	81.82	0.00	22	1841587	Haemophilus influenzae strain	22	1841587	1771	1828	4	52	1	gold	passed all cutoffs	
ERX3435063	1860196	True	323840640	174.090	2144640	151	151	0	151	151	151	151	13	37.462	3.785	40	39.500	36.500	40	186019605	100.000	1240516	36	149.954	1.418	150	150	150	150	13	37.497	3.769	40	39.500	36.500	40	0.00	31.25	19.10	18.89	0.00	30.76	6	13	16	0	3	549051	105053	47639	914	187771	0	35.29	76.47	94.12	0.00	17	1785914	Haemophilus influenzae strain	17	1785914	1685	1739	6	47	1	gold	passed all cutoffs	
ERX3435064	1860196	True	283743194	152.534	1879094	151	151	0	151	151	151	151	15	37.434	3.817	40	39.500	36.500	40	186019601	100	1240500	36	149.955	1.409	150	150	150	150	15	37.469	3.798	40	39.500	36.500	40	0.00	31.04	19.04	19.08	0.00	30.84	4	11	17	0	2	722129	101484	29335	591	338607	0	22.22	61.11	94.44	0.00	18	1826724	Haemophilus influenzae strain	18	1826724	1765	1819	5	48	1	gold	passed all cutoffs	
ERX3435065	1860196	True	305176436	164.056	2021036	151	151	0	151	151	151	151	14	37.461	3.785	40	39.500	36.500	40	186019554	100.000	1240534	35	149.951	1.489	150	150	150	150	15	37.497	3.769	40	39.500	36.500	40	0.00	31.20	19.07	18.78	0.00	30.95	7	14	19	0	4	391130	84824	51478	572	150207	0	33.33	66.67	90.48	0.00	21	1781323	Haemophilus influenzae strain	21	1781323	1678	1730	3	48	1	gold	passed all cutoffs	
ERX3435066	1860196	True	271413138	145.906	1797438	151	151	0.000	151	151	151	151	14	37.318	3.873	40	39	36.500	40	186019416	100.000	1240526	35	149.952	1.488	150	150	150	150	14.500	37.354	3.856	40	39	36.500	40	0.00	30.97	18.96	19.05	0.00	31.02	6	14	15	0	3	383615	123731	79137	1206	279207	0	40.00	93.33	100.00	0.00	15	1855966	Haemophilus influenzae strain	15	1855966	1790	1846	4	51	1	gold	passed all cutoffs	
ERX3435067	1860196	True	312108242	167.782	2066942	151	151	0	151	151	151	151	14	37.518	3.772	40	39.500	37	40	186019647	100	1240514	35	149.954	1.431	150	150	150	150	14.500	37.567	3.734	40	39.500	37	40	0.00	30.78	18.94	18.91	0.00	31.37	6	18	25	0	3	443971	71098	27656	545	180644	0	23.08	69.23	96.15	0.00	26	1848560	Haemophilus influenzae strain	26	1848560	1765	1819	7	46	1	gold	passed all cutoffs	
ERX3435068	1860196	True	298113562	160.259	1974262	151	151	0	151	151	151	151	13.500	37.551	3.736	40	39.500	37	40	186019691	100.000	1240484	35	149.957	1.311	150	150	150	150	13.500	37.601	3.698	40	39.500	37	40	0.00	30.91	19.25	18.73	0.00	31.11	6	35	50	0	8	153487	36180	16379	947	87164	0	11.76	68.63	98.04	0.00	51	1845200	Haemophilus influenzae strain	51	1845200	1749	1800	3	47	1	gold	passed all cutoffs	1
ERX3435069	1860196	True	263053174	141.412	1742074	151	151	0	151	151	151	151	14	37.363	3.861	40	39.500	36.500	40	186019553	100	1240428	35	149.964	1.140	150	150	150	150	14	37.401	3.843	40	39.500	36.500	40	0.00	30.90	18.86	19.06	0.00	31.17	8	15	20	0	3	343016	79734	27760	501	273468	0	34.78	65.22	86.96	0.00	23	1833901	Haemophilus influenzae strain	23	1833901	1714	1767	3	49	1	gold	passed all cutoffs	
ERX3435070	1860196	True	353276882	189.914	2339582	151	151	0	151	151	151	151	12	37.798	3.558	40	39.500	37	40	186019591	100.000	1240608	35	149.942	1.524	150	150	150	150	12.500	37.834	3.536	40	39.500	37	40	0.00	31.21	19.03	18.89	0.00	30.88	8	21	27	0	5	256910	62814	38504	527	138734	0	27.59	72.41	93.10	0.00	29	1821625	Haemophilus influenzae strain	29	1821625	1738	1789	3	47	1	gold	passed all cutoffs	
ERX3435071	1860196	True	287328538	154.461	1902838	151	151	0	151	151	151	151	14.500	37.448	3.800	40	39.500	36.500	40	186019458	100.000	1240434	36	149.963	1.173	150	150	150	150	14.500	37.481	3.783	40	39.500	36.500	40	0.00	31.02	19.00	18.92	0.00	31.05	7	13	19	0	3	515451	83384	27989	501	263831	0	31.82	59.09	86.36	0.00	22	1834461	Haemophilus influenzae strain	22	1834461	1715	1771	4	51	1	gold	passed all cutoffs	
ERX3435072	1860196	True	282435232	151.831	1870432	151	151	0	151	151	151	151	12.500	37.430	3.816	40	39.500	36.500	40	186019532	100.000	1240492	35	149.956	1.411	150	150	150	150	13	37.471	3.794	40	39.500	36.500	40	0.00	31.03	19.09	18.95	0.00	30.93	6	16	22	0	4	443381	74170	26491	511	188474	0	23.08	61.54	84.62	0.00	26	1928428	Haemophilus influenzae strain	26	1928428	1846	1907	9	51	1	gold	passed all cutoffs	
ERX3435073	1860196	True	319599352	171.810	2116552	151	151	0	151	151	151	151	13.500	37.552	3.735	40	39.500	37	40	186019619	100.000	1240534	35	149.951	1.523	150	150	150	150	14.500	37.590	3.711	40	39.500	37	40	0.00	31.02	19.05	18.91	0.00	31.02	3	38	52	0	10	147003	34004	17099	620	63833	0	5.45	69.09	94.55	0.00	55	1870273	Haemophilus influenzae strain	55	1870273	1805	1860	6	48	1	gold	passed all cutoffs	
